Numéro du support;Longitude;Latitude;Position;Insee;Lieu dit;Adresse;Code postal;Commune;Nature du support;Hauteur en m;Propriétaire
1323597;1.9230555555555555;47.92777777777778;"47°55'40.000""N 1°55'23.000""E";45147;"";1-3 AVENUE DES COSMONAUTES;45400;FLEURY LES AUBRAIS;Immeuble;28.4;Société Privée
1467442;2.3819444444444446;47.865833333333335;"47°51'57.000""N 2°22'55.000""E";45049;"L'ORME";TERRES VAINES 190 RD 948;45460;BOUZY LA FORET;Pylône autostable;30.0;TOTEM
1475638;1.8980555555555556;47.93472222222222;"47°56'5.000""N 1°53'53.000""E";45147;"";40 RUE ANDRÉ DESSAUX;45400;FLEURY LES AUBRAIS;Pylône tubulaire;25.0;TOTEM
1568657;1.9030555555555555;47.89972222222222;"47°53'59.000""N 1°54'11.000""E";45234;"";RUE DU CHEVAL ROUGE;45000;ORLEANS;Immeuble;23.5;Particulier
1623593;1.9355555555555557;47.8125;"47°48'45.000""N 1°56'8.000""E";45272;"";ROUTE DE CONCYR PONEY CLUB;45590;SAINT CYR EN VAL;Pylône autostable;30.0;TOTEM
1635505;2.402222222222222;47.96361111111111;"47°57'49.000""N 2°24'8.000""E";45316;LE BOIS DE BELLARDIN;"";45530;SURY AUX BOIS;Pylône autostable;30.5;ATC FRANCE
1660731;2.388055555555556;47.79361111111111;"47°47'37.000""N 2°23'17.000""E";45039;LE GRAND SOLAIRE;CHEM DE SOLAIRE;45460;BONNEE;Pylône autostable;39.0;TOTEM
1669544;2.3583333333333334;47.78277777777778;"47°46'58.000""N 2°21'30.000""E";45297;"";LA COGNEE;45600;SAINT PERE SUR LOIRE;Pylône autostable;34.0;TOTEM
1681484;1.6033333333333335;47.76416666666667;"47°45'51.000""N 1°36'12.000""E";45317;LES BENOISES;CHEM DE FEULARDE;45190;TAVERS;Pylône autostable;33.0;TOTEM
1697491;1.9283333333333332;47.935833333333335;"47°56'9.000""N 1°55'42.000""E";45147;"";195 R DES FOSSES;45400;FLEURY LES AUBRAIS;Pylône tubulaire;19.0;TOTEM
1721302;1.9088888888888889;47.903055555555554;"47°54'11.000""N 1°54'32.000""E";45234;"";"8, PLACE DE L'ETAPE";45000;ORLEANS;Bâtiment;21.0;"Commune, communauté de commune"
1725482;2.0341666666666667;47.76722222222222;"47°46'2.000""N 2°2'3.000""E";45193;ETANG DE LA CROIX;D7 RUE DES FUSILLÉS;45240;MARCILLY EN VILLETTE;Pylône autostable;45.8;HIVORY
1733877;1.9713888888888889;47.92861111111111;"47°55'43.000""N 1°58'17.000""E";45284;LES BAS AVAUX;80 R DES BAS AVAUX;45800;SAINT JEAN DE BRAYE;Pylône autostable;32.4;TOTEM
1755800;1.8891666666666667;47.963055555555556;"47°57'47.000""N 1°53'21.000""E";45302;"";RUE NATIONALE 20 SOUS STATION ÉLECTRIQUE SNCF;45770;SARAN;Pylône autostable;28.0;SNCF Réseau
1774914;1.8808333333333334;47.937222222222225;"47°56'14.000""N 1°52'51.000""E";45302;"";R DU PASSE DEBOUT ATELIERS MUNICIPAUX;45770;SARAN;Pylône tubulaire;26.0;TOTEM
1800614;1.3902777777777777;47.82611111111111;"47°49'34.000""N 1°23'25.000""E";41123;"";RUE ALPHONSE SAUNIER CENTRAL TÉLÉPHONIQUE - CD 917;41370;MARCHENOIR;Pylône autostable;34.0;TOTEM
1815749;1.9441666666666666;47.85;"47°51'0.000""N 1°56'39.000""E";45272;"";R DU PARC FLORAL EMPRISE SNCF;45590;SAINT CYR EN VAL;Pylône tubulaire;25.0;TOTEM
1852379;2.1333333333333333;47.87583333333333;"47°52'33.000""N 2°8'0.000""E";45273;"";"41 RUE DE L'INDUSTRIE";45550;SAINT DENIS DE L HOTEL;Pylône tubulaire;27.0;ORANGE
1864635;2.040277777777778;47.897777777777776;"47°53'52.000""N 2°2'25.000""E";45089;"";"1 IMP DE L'ANC RUE VERTE";45430;CHECY;Pylône autostable;40.0;CELLNEX
1877971;1.9525000000000001;47.90777777777778;"47°54'28.000""N 1°57'9.000""E";45284;"";14 AVENUE FRANÇOIS RABELAIS LE CLOS DU TÉTARD;45800;SAINT JEAN DE BRAYE;Bâtiment;25.0;Société Privée
1935103;1.8716666666666666;47.86138888888889;"47°51'41.000""N 1°52'18.000""E";45232;"";RUE DU COQ;45160;OLIVET;Pylône autostable;35.0;TOTEM
1938386;1.9761111111111112;47.83222222222222;"47°49'56.000""N 1°58'34.000""E";45272;"";ROUTE DE SANDILLON RUE DE LA PUCELLE;45590;SAINT CYR EN VAL;Pylône autostable;35.0;TOTEM
2003781;2.015277777777778;47.945277777777775;"47°56'43.000""N 2°0'55.000""E";45034;"LE PRÈS DE L'ÉTANG";632-650 RUE NATIONALE;45760;BOIGNY SUR BIONNE;Pylône tubulaire;30.0;TOTEM
2006061;2.2422222222222223;47.791666666666664;"47°47'30.000""N 2°14'32.000""E";45226;"";ROUTE DE TIGY D951;45510;NEUVY EN SULLIAS;Pylône autostable;30.0;TOTEM
2026443;1.8958333333333335;47.89861111111111;"47°53'55.000""N 1°53'45.000""E";45234;"";44 QUAI BARENTIN HOTEL MERCURE;45000;ORLEANS;Immeuble;31.0;Société Privée
2133122;2.040277777777778;47.97944444444445;"47°58'46.000""N 2°2'25.000""E";45261;LA SALLE;ROUTE DE MARIGNY CHEMIN RURAL DE LA FOSSE AUX MORTS ET DES BONS HOMMES;45470;REBRECHIEN;Pylône autostable;36.0;ATC FRANCE
2171083;1.2966666666666666;47.82111111111111;"47°49'16.000""N 1°17'48.000""E";41171;"";"12 AVENUE EDOUARD LÉGISSE RUE DE L'EGLISE";41290;OUCQUES LA NOUVELLE;Pylône tubulaire;30.0;TOTEM
2209441;1.5722222222222224;47.82555555555555;"47°49'32.000""N 1°34'20.000""E";45116;LA CROIX DE CERNAY;D919 LES OUCHES DE LA CENDRILLONNIÈRE;45190;CRAVANT;Pylône autostable;30.0;TOTEM
2209890;2.271111111111111;47.856944444444444;"47°51'25.000""N 2°16'16.000""E";45290;"";RUE DE LA HALTE;45110;SAINT MARTIN D ABBAT;Pylône tubulaire;25.0;TOTEM
2212161;1.7;47.895833333333336;"47°53'45.000""N 1°42'0.000""E";45167;LA PERTERIE;"CHEMIN D'EXPLOITATION N°5 DIT DU CIMETIÈRE";45130;HUISSEAU SUR MAUVES;Pylône autostable;36.0;ATC FRANCE
2212167;1.6905555555555556;47.999722222222225;"47°59'59.000""N 1°41'26.000""E";45296;COULEMELLE;RUE DU STADE PRÈS D955 SENTIER DE COULEMELLE;45310;SAINT PERAVY LA COLOMBE;Pylône autostable;30.0;TOTEM
2247244;1.6833333333333333;47.76972222222222;"47°46'11.000""N 1°41'0.000""E";45179;LE PRIEURÉ;"CHEMIN D'ACCÈS STATION D'ÉPURATION STAND DE TIR FONPERTUIS";45740;LAILLY EN VAL;Pylône autostable;45.4;TOTEM
2247552;2.5244444444444443;47.90277777777778;"47°54'10.000""N 2°31'28.000""E";45230;LA MOSSERIE;VOIE COMMUNALE DE CHEVILLON SUR HUILLARD;45260;NOYERS;Pylône autostable;33.0;TOTEM
2268467;2.5005555555555556;47.965;"47°57'54.000""N 2°30'2.000""E";45017;LA MOTTE;ROUTE DE LADON VC N°7;45270;AUVILLIERS EN GATINAIS;Pylône autostable;30.0;ATC FRANCE
2276341;2.542777777777778;47.99888888888889;"47°59'56.000""N 2°32'34.000""E";45178;LE CABARET;CR N° 106 DIT DE LA RIVIÈRE;45270;LADON;Pylône autostable;36.0;ATC FRANCE
2342044;1.4930555555555556;47.806666666666665;"47°48'24.000""N 1°29'35.000""E";41027;CROIX VILLEMUZARD;PIECE DU MOULIN LE MOULIN DE BRIOU;41370;BRIOU;Pylône autostable;32.5;BOUYGUES
2370182;1.8983333333333334;47.90638888888889;"47°54'23.000""N 1°53'54.000""E";45234;"";29 BD DE ROCHEPLATTE;45000;ORLEANS;Immeuble;33.0;"Copropriété, Syndic, SCI"
2378403;2.5430555555555556;47.93972222222222;"47°56'23.000""N 2°32'35.000""E";45066;LE CHESNOY;LA PENAUDERIE;45260;CHAILLY EN GATINAIS;Pylône autostable;48.0;ORANGE
2404933;2.2644444444444445;47.94861111111111;"47°56'55.000""N 2°15'52.000""E";45346;LES GRANDES TERRES;D.137 - RTE DE SEICHEBRIÈRE;45530;VITRY AUX LOGES;"Château d'eau - réservoir";41.0;"Commune, communauté de commune"
2406558;2.5388888888888888;47.84583333333333;"47°50'45.000""N 2°32'20.000""E";45213;LA RAGONNERIE;"";45260;MONTEREAU;Pylône autostable;43.9;ON TOWER FRANCE
